open_space_id,name,latitude,longitude,category
33844,Gumley Court Reserve,-37.97638664560185,145.12122123228534,park
33847,Lake King Circle Reserve - East,-38.01267852092326,145.13763165908043,park
33848,Blackburn Drive Reserve,-37.9662270455912,145.08361854789536,trail
33849,Lake King Circle Reserve - West,-38.013642081297114,145.1358292750412,park
33850,Merri Drive Reserve,-38.014851659379296,145.13693036970994,park
33851,Macquarie Circle Reserve,-38.01704960065652,145.1379802369228,park
33852,Fisher Mews Reserve,-38.017629440906724,145.13810720484497,park
33853,Pacific Drive Reserve,-38.02356457935674,145.12801585044716,park
33854,Royal Palms Park,-38.02068499407006,145.12623247204488,trail
33855,Healey Street Reserve,-37.93603265915458,145.04076159799092,trail
33856,Tintern Mews Reserve,-37.95197039833794,145.060241303348,trail
33857,Ivy Marriott Reserve,-37.98756282405025,145.0877002492886,trail
33858,Gertrude McKenzie Reserve,-37.987522477358375,145.09106223293495,trail
33859,Brownfield Street Reserve,-37.99471800463995,145.0955379459929,trail
33860,Carinya Avenue Reserve Aspendale North Kindergarten Inc,-38.01975458005167,145.10447524269566,trail
33861,Glen Street Oval,-38.02222828290109,145.10247680845703,active_sport
33862,Amaroo Drive Reserve 2,-38.034798413433094,145.13226409727295,trail
33863,Third Avenue Reserve,-38.04335191840899,145.13382625648399,park
33864,Fielding Drive Reserve,-38.05208895162993,145.1384982435651,trail
33865,Shell Court Reserve,-38.08106694854552,145.1461802471122,trail
33866,Gladesville Boulevard Reserve,-38.078915136161676,145.14449157078,park
33867,Acacia Crescent Reserve (2),-38.07455884173258,145.14465873906198,trail
33868,Friendship Square East-West streetlink and playground - Land Owner United Energy Distribution,-37.959272830286274,145.06613062687805,playground
33870,Rowans Road Gardens,-37.9361537475094,145.05594231073718,park
33871,John Lindsay Reserve,-38.07974873995645,145.1385531645723,park
33872,Manhattan Court Reserve,-38.0723280937886,145.14473031073553,trail
33873,Kalang Court Reserve,-38.072695470719474,145.14666376472312,trail
33874,Highett Library Precinct,-37.94900632814187,145.0432353090825,park
33875,Turner Road Reserve AKA: Highett Reserve,-37.950714204453575,145.055257538235,active_sport
33876,Le Page Gardens,-37.95335190864746,145.06078723093003,park
33877,Dissik Street Reserve 1,-37.95384001637537,145.0713621435347,park
33878,Dissik Street Reserve 2,-37.95392270931764,145.07195758331534,park
33879,Jean Street Reserve,-37.959135372012206,145.0502576947662,park
33881,Stanley Avenue Reserve Cheltenham Library and Community Centre,-37.96838594552261,145.0565922787763,park
33884,Balcombe Road Park,-37.98033405779707,145.06056054712704,trail
33886,Mentone Reserve & Keith Styles Reserve,-37.985044485954056,145.0634551241296,active_sport
33887,McDonald-Healy Reserve,-37.99500023003785,145.07243500111113,park
33889,Railside walkway Patty Street through to Balcombe Road & Land adjacent to Mentone Municipal Depot,-37.981748631275174,145.06480638529172,park
33891,Herbert Street Reserve (2),-37.99479817675096,145.0775091124033,park
33892,Walking Trail - Kingston,-37.99067339063318,145.07693340259547,trail
33893,Walking Trail - Kingston (2),-37.99206844984673,145.07843410984344,trail
33894,Walking Trail - Kingston (3),-37.99149692342898,145.07770596800347,trail
33899,The Corso Reserve,-37.99127973356412,145.07111219202764,trail
33900,Queen Street walkway,-37.98581079569326,145.07271767640447,trail
33909,Peter Scullin Reserve,-38.00895020813701,145.08476922581758,park
33910,Winners Circle Reserve,-38.01503515947499,145.10925269416452,trail
33911,Dawson Ct Reserve,-38.01781928800058,145.116634220678,trail
33914,Autumn Terrace Reserve,-37.93826177336907,145.13799011078157,park
33915,Botanic Drive Reserve North,-37.937102111268224,145.13652317691697,trail
33916,Evergreen Boulevard Reserve,-37.939076995374386,145.13697102633992,park
